hive,x,y,fitness
0,0.000898,-0.007118,19425.738281
1,0.020655,0.001543,2330.954346
2,0.006297,-0.000733,24883.212891
3,-0.009663,-0.005528,8068.598145
4,0.016942,0.003979,3302.002930
5,0.017822,0.004518,2958.344482
6,0.013507,0.014435,2558.652832
7,0.001172,-0.000667,549702.000000
-1,0.001520,-0.000816,-1
hive,x,y,fitness
0,0.025780,0.023200,831.371643
1,-0.134187,0.145102,25.601225
2,-0.011195,-0.100243,98.290138
3,0.059783,-0.042141,186.921204
4,-0.134019,0.126697,29.400282
5,-0.040274,-0.083175,117.093964
6,-0.156367,-0.240178,12.174932
7,0.028431,-0.242455,16.780619
hive,x,y,fitness
0,0.002819,0.029037,1174.985840
1,0.023608,-0.054125,286.791138
2,-0.134019,0.126697,29.400282
3,-0.010475,-0.009330,5081.753418
4,0.100899,-0.038072,85.983833
5,0.035316,-0.128971,55.926315
6,0.034020,-0.034462,426.443512
7,0.016465,0.012372,2357.594238
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,0.006619,0.054466,332.181915
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.024718,0.051184,309.517914
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.009454,0.009244,5720.114258
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.024718,0.051184,309.517914
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.082038,-0.115296,49.941628
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.139015,-0.010233,51.467209
6,-0.009301,0.018500,2332.329590
7,0.014099,0.072301,184.291779
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.031862,0.000048,985.063660
4,-0.024909,-0.000471,1611.161255
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.000984,0.012751,6113.979980
1,-0.026480,0.011158,1211.113770
2,0.028082,-0.018938,871.640503
3,-0.009363,0.025554,1350.087646
4,-0.018860,0.013795,1831.574341
5,0.033925,-0.021818,614.658386
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.002941,0.017963,3018.207275
4,-0.018860,0.013795,1831.574341
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.009363,0.025554,1350.087646
4,-0.018860,0.013795,1831.574341
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.004773,-0.010675,7313.389160
4,-0.027982,0.034472,507.276062
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.028968,0.010087,1062.802734
3,0.000558,0.033369,897.807556
4,-0.018860,0.013795,1831.574341
5,0.004948,-0.024347,1620.060059
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.016276,0.018250,1672.344604
6,-0.002580,0.008857,11749.825195
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.011383,-0.060576,263.228577
1,-0.026480,0.011158,1211.113770
2,-0.075137,-0.028490,154.865555
3,0.034020,-0.034462,426.443512
4,-0.115153,0.053454,62.044655
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.014099,0.072301,184.291779
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.009363,0.025554,1350.087646
4,-0.018860,0.013795,1831.574341
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,0.009912,-0.014848,3137.829590
4,-0.018860,0.013795,1831.574341
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,0.028968,0.010087,1062.802734
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.001599,-0.000371,371214.437500
6,0.010738,0.010162,4574.841309
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,0.002750,-0.002637,68883.164062
4,-0.018860,0.013795,1831.574341
5,0.033925,-0.021818,614.658386
6,0.010738,0.010162,4574.841309
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.001976,0.013858,5103.676758
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,0.009912,-0.014848,3137.829590
4,0.049223,-0.011882,390.005188
5,-0.008905,0.021607,1830.971558
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,0.002750,-0.002637,68883.164062
4,-0.027982,0.034472,507.276062
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.004773,-0.010675,7313.389160
4,-0.007221,-0.007239,9565.288086
5,0.000896,-0.017134,3396.946045
6,0.010738,0.010162,4574.841309
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,0.002750,-0.002637,68883.164062
4,-0.018860,0.013795,1831.574341
5,0.004948,-0.024347,1620.060059
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.002941,0.017963,3018.207275
4,-0.018860,0.013795,1831.574341
5,-0.004789,0.008678,10179.538086
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.028968,0.010087,1062.802734
3,-0.004773,-0.010675,7313.389160
4,-0.027982,0.034472,507.276062
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.006751,-0.002752,18816.451172
4,-0.015055,-0.044337,456.111267
5,0.003808,-0.023494,1765.349121
6,-0.009301,0.018500,2332.329590
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.010272,-0.010662,4562.528320
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,-0.004773,-0.010675,7313.389160
4,-0.015055,-0.044337,456.111267
5,0.003808,-0.023494,1765.349121
6,-0.010260,0.001236,9363.736328
7,-0.019187,0.019080,1365.728882
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,0.000392,-0.003264,92537.117188
3,-0.004773,-0.010675,7313.389160
4,-0.018860,0.013795,1831.574341
5,0.016276,0.018250,1672.344604
6,0.010738,0.010162,4574.841309
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.003859,0.006967,15765.955078
1,-0.026480,0.011158,1211.113770
2,-0.039057,0.007797,630.413391
3,0.002750,-0.002637,68883.164062
4,-0.007221,-0.007239,9565.288086
5,0.016276,0.018250,1672.344604
6,-0.009301,0.018500,2332.329590
7,-0.019187,0.019080,1365.728882
hive,x,y,fitness
0,0.002476,-0.008184,13677.591797
1,-0.006183,0.001460,24777.609375
2,0.002875,-0.002927,59399.066406
3,0.001658,-0.009977,9776.551758
4,-0.005802,-0.007936,10347.479492
5,0.006232,0.000527,25566.066406
6,0.000343,-0.002284,187444.375000
7,0.011570,0.001004,7414.611328
hive,x,y,fitness
0,0.103318,-0.077817,59.773026
1,0.029368,0.002833,1148.731567
2,-0.001622,0.028930,1191.081055
3,0.018033,-0.010372,2310.563477
4,-0.007430,-0.019626,2270.647461
5,0.021112,0.017059,1357.317993
6,-0.105153,-0.038197,79.896614
7,0.011033,-0.053864,330.785950
hive,x,y,fitness
0,0.038816,-0.006037,648.033081
1,0.023489,-0.025741,823.480469
2,-0.001622,0.028930,1191.081055
3,0.018033,-0.010372,2310.563477
4,-0.007430,-0.019626,2270.647461
5,0.021112,0.017059,1357.317993
6,-0.105153,-0.038197,79.896614
7,0.011033,-0.053864,330.785950
hive,x,y,fitness
0,0.004592,-0.002719,35106.910156
1,0.029368,0.002833,1148.731567
2,-0.001622,0.028930,1191.081055
3,0.017162,0.034535,672.398621
4,-0.007430,-0.019626,2270.647461
5,0.021112,0.017059,1357.317993
6,0.015262,-0.052738,331.757965
7,0.011033,-0.053864,330.785950
hive,x,y,fitness
0,0.038816,-0.006037,648.033081
1,0.029368,0.002833,1148.731567
2,-0.001622,0.028930,1191.081055
3,0.017162,0.034535,672.398621
4,-0.007430,-0.019626,2270.647461
5,0.021112,0.017059,1357.317993
6,-0.105153,-0.038197,79.896614
7,0.011033,-0.053864,330.785950
hive,x,y,fitness
0,0.038816,-0.006037,648.033081
1,0.029368,0.002833,1148.731567
2,-0.001622,0.028930,1191.081055
3,0.034054,-0.017699,678.903259
4,0.011607,0.003775,6712.914551
5,0.021112,0.017059,1357.317993
6,-0.105153,-0.038197,79.896614
7,0.011033,-0.053864,330.785950
hive,x,y,fitness
0,0.001537,0.000020,423288.250000
1,-0.006183,0.001460,24777.609375
2,0.002875,-0.002927,59399.066406
3,0.001139,-0.000645,583538.937500
4,0.014690,-0.003488,4386.574707
5,0.006232,0.000527,25566.066406
6,-0.003427,-0.006689,17701.373047
7,0.007605,-0.011066,5546.612305
hive,x,y,fitness
0,0.003168,-0.003669,42550.378906
1,0.001493,-0.001960,164753.093750
2,-0.004303,-0.005599,20053.453125
3,0.002139,0.002634,86832.359375
4,-0.002488,-0.000147,161033.015625
5,-0.008248,-0.001734,14078.230469
6,0.000064,0.000674,2181112.250000
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.003664,-0.021844,2038.467651
1,0.000279,-0.017790,3159.047607
2,-0.002139,0.021075,2228.458740
3,0.064560,0.003885,239.057053
4,-0.005243,-0.005999,15752.070312
5,-0.025580,0.000308,1528.044434
6,0.050201,0.015384,362.743927
7,0.000689,0.008733,13030.588867
hive,x,y,fitness
0,-0.055115,-0.037896,1.136046
1,0.003937,0.024271,8.352660
2,-0.049702,0.014849,1.887315
3,-0.978443,-0.036084,0.765602
4,-0.026584,-0.034197,2.695451
5,-0.999693,-0.003017,0.998792
6,-0.041836,-0.083626,0.587821
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,-0.015439,-0.970261,0.860047
1,0.019383,0.007028,11.870324
2,-0.011185,-0.047361,2.143393
3,-0.024128,0.041647,2.186135
4,-1.005478,-0.008448,0.969871
5,-0.020528,-0.974876,0.863400
6,-0.041836,-0.083626,0.587821
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.009822,-0.973097,0.902058
1,0.019383,0.007028,11.870324
2,0.065909,-0.015304,1.115990
3,-1.011986,-0.010680,0.930161
4,0.006465,0.020699,10.732801
5,-0.042258,-0.010666,2.668327
6,0.018327,-0.092040,0.587846
7,0.001565,-0.018799,14.181458
hive,x,y,fitness
0,-0.004735,0.031825,4.884842
1,0.003937,0.024271,8.352660
2,0.004278,0.008020,61.016685
3,0.033715,-0.002236,4.431304
4,-0.022967,0.027641,3.911391
5,-0.005419,-0.006478,70.676018
6,-0.032690,-0.017704,3.657852
7,0.012562,0.006025,25.980047
hive,x,y,fitness
0,0.000778,0.072425,0.977502
1,0.995549,0.018431,0.941311
2,-0.017817,0.002600,15.563173
3,-0.064789,-0.957041,0.476326
4,-0.001622,0.028930,6.020107
5,-1.023313,-0.076747,0.434699
6,-0.030799,1.025560,0.730958
7,-0.989416,0.003852,0.996024
hive,x,y,fitness
0,0.012165,0.007388,24.893276
1,0.000093,0.003323,456.184967
2,-0.001622,0.028930,6.020107
3,0.018641,-1.008302,0.909805
4,-0.021606,-0.029812,3.727483
5,0.039665,0.021417,2.491286
6,0.049159,-0.005695,2.074290
7,-0.011580,0.056408,1.535392
hive,x,y,fitness
0,0.854528,0.723853,39.663223
1,0.919576,0.854222,72.109535
2,0.807633,0.657651,25.063593
3,0.952045,0.919265,52.969101
4,0.902033,0.852323,6.287274
5,1.124185,1.275921,33.186729
6,1.002685,1.005855,33314.996094
7,1.013205,0.994154,9.492567
hive,x,y,fitness
0,1.215288,1.485331,18.721210
1,0.962950,0.924737,495.977631
2,0.899096,0.812505,84.108093
3,0.990283,0.983317,1250.305420
4,1.096338,1.203838,103.792953
5,1.121590,1.259998,65.797073
6,0.950780,0.901707,340.021515
7,0.985957,0.960566,73.943382
hive,x,y,fitness
0,0.907444,0.841067,25.262497
1,1.032237,1.072115,185.287750
2,0.899096,0.812505,84.108093
3,0.990283,0.983317,1250.305420
4,0.969270,0.935608,408.722382
5,0.912896,0.842674,61.626415
6,0.950780,0.901707,340.021515
7,0.985925,0.966191,275.519287
hive,x,y,fitness
0,1.165328,1.367147,27.994909
1,0.962950,0.924737,495.977631
2,0.951349,0.913535,104.831108
3,0.990283,0.983317,1250.305420
4,0.969270,0.935608,408.722382
5,1.121590,1.259998,65.797073
6,0.950780,0.901707,340.021515
7,0.985957,0.960566,73.943382
hive,x,y,fitness
0,1.267109,1.611768,13.298828
1,1.086140,1.174416,97.926689
2,1.183019,1.399216,29.845360
3,0.990283,0.983317,1250.305420
4,1.119872,1.254552,69.499908
5,1.121590,1.259998,65.797073
6,0.950780,0.901707,340.021515
7,0.985925,0.966191,275.519287
hive,x,y,fitness
0,0.848840,0.707870,25.722315
1,0.993405,0.988461,3314.397705
2,1.045792,1.084118,88.947014
3,0.930330,0.872743,99.221451
4,0.998562,1.003175,273.218781
5,1.096084,1.195901,81.594162
6,1.101573,1.214088,96.561676
7,1.040672,1.087893,246.876251
hive,x,y,fitness
0,0.928683,0.854662,89.638626
1,0.993405,0.988461,3314.397705
2,1.047260,1.094411,359.410126
3,0.930330,0.872743,99.221451
4,1.035792,1.066443,184.992096
5,1.158483,1.342269,39.808331
6,0.950704,0.890257,47.904472
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,1.038308,1.076931,624.826721
1,0.993405,0.988461,3314.397705
2,1.037125,1.085549,89.124115
3,0.943818,0.893769,247.369812
4,0.991801,0.978963,438.071930
5,0.995713,0.993463,2347.491211
6,1.036621,1.068233,186.096451
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.998993,1.005948,157.765137
1,0.993405,0.988461,3314.397705
2,0.915483,0.834163,114.941002
3,0.971645,0.944597,1205.877808
4,0.922767,0.840462,55.103401
5,0.962835,0.916478,79.608322
6,0.901463,0.814672,98.775352
7,0.000000,0.000000,0.000000
hive,x,y,fitness
0,0.927777,0.869096,82.312752
1,0.993405,0.988461,3314.397705
2,1.076613,1.155138,134.469391
3,0.930330,0.872743,99.221451
4,0.799371,0.650015,19.084076
5,1.005250,1.009266,5358.132812
6,0.872375,0.767859,47.752754
7,1.040672,1.087893,246.876251
